month,Avg_price
05,1381.37250975
08,1545.0195253809522
04,1230.1114327142855
09,1511.5023775714285
12,1767.7109042272727
11,1743.3900024000002
10,1541.920898409091
06,1431.5954645454544
03,1116.3422309999999
07,1515.317732409091
